"Category","Case","Title","Story Points","Priority","Assigned To","Tags","Milestone","Date Opened","Project","QA Buddy","Opened By","Salesforce Case","Due Date","HotFix","Resolved By","Original Estimate","Current Estimate","Date Resolved","Date Closed","Subcases"
"Feature","34192","Adding HTML to Cars.com Ad Description Export","0","High","Bill Rogalla","","Undecided","08/26/15 09:31 PM","002:FLM","","Bill Rogalla","161424","","0","","0","0","","",""
"Bug","34307","Window Sticker Worker Thread is Erroring in Beta","0","Medium","V-MAX-PRODUCT","","Undecided","09/16/15 08:28 PM","002:FLM","","Christopher Norton","","","0","","0","0","","",""
"Bug","34340","Profit Max: Secondary filter has one more hit than all other Secondary filters and 1 more than trim filter","0","Medium","V-MAX-PRODUCT","","Undecided","09/21/15 09:04 PM","002:FLM","","Christopher Norton","","","0","","0","0","","",""
"Task","34368","RDS multi-region","0","Medium","V-MAX-DATA-Engineers","","Undecided","09/23/15 04:48 PM","002:FLM","","Dave Speer","","","0","","0","0","","",""
"Bug","34481","Max: Approval and Publishing Chronic Failure","0","Critical","V-MAX-Engineers","","Undecided","10/08/15 02:57 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","34602","Pricing Summary: When Current Inventory by: Pricing Risk and All have same % of Market Avg which column should be second sortabl","0","Medium","V-MAX-Engineers","","Undecided","10/27/15 09:55 AM","002:FLM","","Advait Gupte","","","0","","0","0","","",""
"Bug","34664","Profit Max: Pricing bubble disconnects from the slider","0","Low","Bill Rogalla","MAX-Profit-mkI","Undecided","11/04/15 07:57 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Internal Defect","34732","MB Autoload: the response needs OEM and OEM_Site values","13","Medium","J. Travis Huber","","Undecided","11/13/15 08:26 PM","002:FLM","","Christopher Norton","","","0","","13","13","","",""
"Bug","34737","Price vs. Market: New Document Publishing Requires Vehicle Changes","0","Medium","V-MAX-PRODUCT","34481","Undecided","11/13/15 09:43 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","34840","Stop the Drop: Drop Down Lists are not consistent with other reports","0","Medium","V-MAX-PRODUCT","","Undecided","11/24/15 05:59 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","34846","Double Discount Report: white arrows in the blue menu are not consistent with other pages","0","Medium","V-MAX-PRODUCT","","Undecided","11/24/15 09:26 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Feature","34898","SF:143230, ProfitMAX FL Appraisal Display Issues - MAke Averages move dynamically","0","Medium","Bill Rogalla","","Undecided","12/03/15 03:49 PM","002:FLM","","Bill Rogalla","143230","","0","","0","0","","",""
"Bug","34926","Appraisal Redesign: Sorting not working with larger numbers","0","Medium","V-MAX-Engineers","","Undecided","12/04/15 08:50 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","34927","Appraisal Redesign: No message if the user click Update without having one box selected","0","Medium","V-MAX-Engineers","","Undecided","12/04/15 09:13 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","34929","Appraisal Redesign: The rest of the screen is not grayed out when pop-over opens","0","Low","Bill Rogalla","","Undecided","12/04/15 09:35 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","34933","Profit Max - New Market List Dialog - Visible Text Anomaly","0","Medium","V-MAX-Engineers","","Undecided","12/04/15 11:45 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","34965","Appraisal Redesign: Gray frame around Show Zero Priced Vehicles checkbox","0","Low","V-MAX-PRODUCT","","Undecided","12/08/15 05:18 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","34977","Appraisal Summary: Order of accordion sections in Retail Performance","0","Medium","V-MAX-Engineers","","Undecided","12/08/15 10:26 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","34978","Appraisal Redesign: Create Customer Offer Form is not consistent with mockup","0","Medium","V-MAX-Engineers","","Undecided","12/08/15 10:53 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Feature","34989","SF:144062, Automate Comments by Vehicle Status Code","0","Medium","Bill Rogalla","","Undecided","12/09/15 07:53 PM","002:FLM","","Kara Korte","","","0","","0","0","","",""
"Bug","35009","New Car Overview url -- should it include merchandising in the url","0","Medium","V-MAX-PRODUCT","","Undecided","12/11/15 07:39 PM","002:FLM","","Christopher Norton","","","0","","0","0","","",""
"Bug","35010","New Car Overview -- needs a menu item","0","Medium","V-MAX-Engineers","","Undecided","12/11/15 07:50 PM","002:FLM","","Christopher Norton","","","0","","0","0","","",""
"Task","35104","Ability to ""View All"" Incentives","0","Medium","Bill Rogalla","","Undecided","12/17/15 09:58 PM","002:FLM","","Michelle Clay","","","0","","0","0","","",""
"Internal Defect","35121","EnableNewPingOnFLandMAX should be a bool not an int","0","Medium","V-MAX-Engineers","","Undecided","12/21/15 08:09 PM","002:FLM","","J. Travis Huber","","","0","","0","0","","",""
"Bug","35136","Appraisal Redesign: Appraised car shows up in two cab type filters","0","Medium","V-MAX-Engineers","","Undecided","12/22/15 08:13 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","35139","Appraisal Redesign: Apply button should be underlined in Cab Type pop up","0","Medium","V-MAX-PRODUCT","","Undecided","12/22/15 10:28 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Task","35318","Visually Denote Equipment/Package Filters Shown on User's Vehicle","0","Medium","Bill Rogalla","","Undecided","01/15/16 10:03 PM","002:FLM","","Kara Korte","","","0","","0","0","","",""
"Feature","35398","Use CoPilot as an Open Autoload source","0","Medium","Bill Rogalla","","Undecided","01/22/16 05:10 PM","002:FLM","","Kara Korte","","","0","","0","0","","",""
"Bug","35495","Profit Max: Body Style and Cab Type buttons are not aligned with others","0","Medium","V-MAX-PRODUCT","","Undecided","01/28/16 09:50 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","35744","Pricing Summary: When searched from FL homepage, the number of matching inventories is not displayed when clicked on graph.","0","Low","Bill Rogalla","","Undecided","02/16/16 04:09 AM","002:FLM","","Monisha Lakshamana","","","0","","0","0","","",""
"Task","35793","Look at possibility of super admin role for different sections on fl-admin","0","Medium","V-MAX-PRODUCT","","Undecided","02/17/16 05:21 PM","002:FLM","","Akshai Rathore","","","0","","0","0","","",""
"Bug","35939","Pricing Campaigns: Confusing Unlock Feature","0","Medium","V-MAX-PRODUCT","","Undecided","03/02/16 10:16 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Internal Task","35955","SF:155561, Faulkner Buick Harrisburg -TTM Cars.com API Days to Online w/ Photo","0","Medium","V-MAX-Engineers","","Undecided","03/04/16 03:28 PM","002:FLM","","Bill Rogalla","155561","","0","","0","0","","",""
"Bug","35990","Pricing Campaigns: MSRP does not update in AR table if not a Manufacturer Rebate","0","Low","V-MAX-PRODUCT","","Undecided","03/08/16 09:29 PM","002:FLM","","Christopher Norton","","","0","","0","0","","",""
"Bug","36015","SF:155612, Anderson Grand Island Mapping Request","0","Medium","Bill Rogalla","","Undecided","03/10/16 10:16 PM","002:FLM","","Dan Webster","155612","","0","","0","0","","",""
"Bug","36044","Max: Low Activity report export to Word is missing 3 last columns","0","Low","Bill Rogalla","","Undecided","03/15/16 09:50 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","36047","SF:156785, In Group Transfer Report - Incorrect Information","0","Low","Bill Rogalla","","Undecided","03/16/16 03:06 AM","002:FLM","","Dan Webster","156785","","0","","0","0","","","36046,"
"Bug","36048","SF:157039, Auto Load Issue-- Incorrect Color Packages on WDDHF8JB0DA737009 / 2013 Mercedes-Benz E-350 Sport","0","Medium","Bill Rogalla","mercedesautoload","Undecided","03/16/16 03:10 AM","002:FLM","","Dan Webster","157039","","0","","0","0","","",""
"Bug","36085","UrchinTracker not defined for auth-b.int login page","0","Ground Level","V-MAX-PRODUCT","","Undecided","03/18/16 07:15 PM","002:FLM","","Graham Smith","","","0","","0","0","","",""
"Bug","36097","Need to Determine Priority Display Order of CarFAX icons ","0","Medium","Bill Rogalla","","Undecided","03/21/16 09:51 PM","002:FLM","","Bill Rogalla","","","0","","0","0","","",""
"Feature","36116","SF:158243, Profit MAX - Exclude Units With a Certain package Equipment from Market Listings","0","Low","Bill Rogalla","","Undecided","03/23/16 03:49 AM","002:FLM","","Dan Webster","158243","","0","","0","0","","",""
"Feature","36124","CARFAX ""More""/Details Info (Decision to use Mobile HTML of Carfax Additional History)","0","Medium","Bill Rogalla","","Undecided","03/23/16 08:06 PM","002:FLM","","Bill Rogalla","","","0","","0","0","","",""
"Internal Defect","36140","FL Only: Firstlook and Profit Max Trims Out of Sync","0","Medium","Bill Rogalla","","Undecided","03/24/16 06:32 PM","002:FLM","","Tim Muir","","","0","","12","18","","",""
"Bug","36163","Max Merchandising Go to Max Ad Link moved","0","Low","Bill Rogalla","","Undecided","03/28/16 06:31 PM","002:FLM","","Christopher Norton","","","0","","0","0","","",""
"Bug","36174","SF:159466, Erhard BMW Farmington Hills - Window Sticker Equipment Not Good Enough","0","Low","Bill Rogalla","wsproject","Undecided","03/30/16 03:59 AM","002:FLM","","Dan Webster","159466","","1","","0","0","","",""
"Bug","36189","FL Appraisal: Browser closes all tabs when trying to view appraisal from Estock card","0","Ground Level","V-MAX-PRODUCT","","Undecided","03/31/16 04:02 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","36197","FL Mobile: No Indication of ""Advertisable"" Photos - No Changes Allowed","0","Medium","V-MAX-PRODUCT","","Undecided","04/01/16 06:57 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","36198","Firstlook Appraisal: Appraisal Manager - No Indicator For Brought-Into-Inventory Vehicles","0","Medium","V-MAX-PRODUCT","","Undecided","04/01/16 07:26 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","36237","BETA: Max > MAX AD error and STA generated when tried to add a user in Max Admin","0","Low","Bill Rogalla","","Undecided","04/06/16 02:51 PM","002:FLM","","Inderjeet Singh","","","0","","0","0","","",""
"Bug","36240","On Max Dashboard, Merchandising Search using stock number redirects to broken page for no trim vehicles.","0","Low","Bill Rogalla","","Undecided","04/06/16 03:53 PM","002:FLM","","Shailesh Panchal","","","0","","0","0","","",""
"Task","36277","FL only : Use Body style/Vehicle Catalog ID to get Chrome style ID  to query Market API.","0","Medium","Bill Rogalla","","Undecided","04/11/16 02:33 PM","002:FLM","","Mukesh Khankari","","","0","","0","0","","",""
"Bug","36302","Profit Max:  Age Days Value Discrepancy","0","Low","Bill Rogalla","","Undecided","04/12/16 07:40 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","36361","Profit Max: Long model name gets truncated in Market Listings","0","Medium","Bill Rogalla","","Undecided","04/19/16 03:47 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","36371","Profit Max: Long buyer's guide name makes the drop-down too wide","0","Medium","V-MAX-PRODUCT","","Undecided","04/19/16 09:58 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","36375","Vehicle Activity Report shows Max Ad Issue Report plus STA","0","Low","Bill Rogalla","","Undecided","04/20/16 12:38 PM","002:FLM","","Shailesh Panchal","","","0","","0","0","","",""
"Bug","36386","FL Mobile: Unable to edit invalid VIN on Android","0","Medium","V-MAX-PRODUCT","","Undecided","04/21/16 04:49 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","36412","SF:163097, BMW Cleveland - Autotrader Mystery Shopping Not ","0","Medium","Bill Rogalla","","Undecided","04/25/16 08:26 PM","002:FLM","","Dan Webster","163097","","0","","0","0","","",""
"Bug","36450","Pricing Campaign: Applying a dealer discount with the same value which the vehicle has make the new price of the vehicle 0.","0","Medium","V-MAX-PRODUCT","","Undecided","04/28/16 05:02 PM","002:FLM","","Advait Gupte","","","0","","0","0","","",""
"Bug","36472","Unlocking Task By Itself vs Unlocking with the Apply Button","0","Ground Level","V-MAX-PRODUCT","","Undecided","04/29/16 09:10 PM","002:FLM","","Christopher Norton","","","0","","0","0","","",""
"Feature","36535","Text Compliance/Enhancements DSR/Mobile Showroom","0","Medium","Bill Rogalla","","Undecided","05/05/16 08:12 PM","002:FLM","","Bill Rogalla","","","0","","0","0","","",""
"Bug","36565"," Hibernate Upgrade: Changing Market places, and click Always Start with These Market places gives error in console","0","Low","Bill Rogalla","chromeremediation","Undecided","05/09/16 04:42 PM","002:FLM","","Advait Gupte","","","0","","0","0","","",""
"Bug","36635","Pricing Campaign: Edit campaign do not highlight over the selected option for YMM filters on IE09","0","Low","V-MAX-PRODUCT","","Undecided","05/16/16 08:39 AM","002:FLM","","Monisha Lakshamana","","","0","","0","0","","",""
"Bug","36636","Pricing Campaign: Cancel in Search text box clears the text but the campaigns in modal remains on Active Pricing Campaigns","0","Medium","V-MAX-PRODUCT","","Undecided","05/16/16 09:09 AM","002:FLM","","Monisha Lakshamana","","","0","","0","0","","",""
"Bug","36667","SF:166706, Toyota Universe - Microsoft Edge - Appraisal Page Display Issue","0","Medium","Bill Rogalla","","Undecided","05/18/16 09:42 PM","002:FLM","","Dan Webster","166706","","0","","0","0","","",""
"Feature","36717","SF:149123, Hendrick Feature Request - Add disclaimers to Max Mobile Showroom/Closer pages","0","Medium","Bill Rogalla","","Undecided","05/24/16 01:42 PM","002:FLM","","Bill Rogalla","149123","","0","","0","0","","",""
"Bug","36730","Double Discount: MAX Digital Logo missing in Double Discount header","0","Low","Bill Rogalla","","Undecided","05/25/16 03:47 PM","002:FLM","","Advait Gupte","","","0","","0","0","","",""
"Bug","36757","SF:167745, MAX Pricing - Changes Not Saving in Pricing Tab","0","Medium","Bill Rogalla","","Undecided","05/26/16 12:13 AM","002:FLM","","Help Desk Support","167745","","0","","0","0","","",""
"Internal Defect","36765","Max Ad: Ad Approval Process Failure","0","Low","V-MAX-Engineers","","Undecided","05/26/16 07:03 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
"Bug","36792","SF:168249, Chevrolet of Fayetteville- Black book Values Match in Desktop & Mobile","0","Medium","Bill Rogalla","","Undecided","06/01/16 07:53 PM","002:FLM","","Dan Webster","168249","","0","","0","0","","",""
"Feature","36819","Feature Enhancement-NADA AuctionNet Enhanced Files","0","Medium","Bill Rogalla","","Undecided","06/03/16 08:27 PM","002:FLM","","Bill Rogalla","","","0","","0","0","","",""
"Bug","36824","SF:166978, Wittrock Motor Co - Chrysler 200 - S Package Not Showing as an Option, Showing as a Trim Level ","0","Medium","Bill Rogalla","","Undecided","06/06/16 04:53 PM","002:FLM","","Dan Webster","166978","","0","","0","0","","",""
"Bug","36862","Beta: 2 STAs for specific Dealers when navigating to Data Source Settings Tabs","0","Medium","Bill Rogalla","","Undecided","06/10/16 02:51 PM","002:FLM","","Christopher Norton","","","0","","0","0","","",""
"Bug","36895","SF:169998, URGENT - Trim, Packages, and Colors Not decoding for NEW Ford F-150's","0","Medium","Kara Korte","","Undecided","06/15/16 03:05 PM","002:FLM","","Dan Webster","169998","","1","","0","0","","",""
"Bug","36902","New Car Overview: Inactive Edit button in Active Pricing Campaigns","0","Ground Level","V-MAX-PRODUCT","","Undecided","06/15/16 07:53 PM","002:FLM","","Inna Tulika","","","0","","0","0","","",""
"Bug","36910","SF:171044, Wittrock Motor Co - Market Listing Concerns- Packages Not Filtering Correctly","0","Medium","V-MAX-PRODUCT","","Undecided","06/16/16 07:32 PM","002:FLM","","Dan Webster","171044","","0","","0","0","","",""
"Bug","36920","Max: Windows Sticker - Regression - No Print Record","0","Medium","V-MAX-PRODUCT","","Undecided","06/17/16 06:59 PM","002:FLM","","Tim Muir","","","0","","0","0","","",""
